"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.6,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.3,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81.3,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,74.1,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.7,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,74.3,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81.1,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81.5,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,82.1,,
"TUR","Türkiye","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,75.9,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.4,,
"USA","United States","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,76.3,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,72.2,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,77.9,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,74.5,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,70.9,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,68.2,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.7,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,60.7,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.3,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.2,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.3,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.2,,
"CZE","Czechia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.2,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.5,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.8,,
"FRA","France","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.9,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.7,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.2,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,79.7,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.7,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.7,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.7,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,87.5,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,86.3,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.2,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,78,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.7,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.9,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.7,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.9,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.8,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.2,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,86.7,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.8,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.8,,
"TUR","Türkiye","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.3,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.1,,
"USA","United States","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.4,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,79.6,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.4,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.8,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,80.1,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,78.2,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.5,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,67.7,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.6,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,71,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"CZE","Czechia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,58,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,73,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,37,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,34,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,50,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"TUR","Türkiye","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,73,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,60,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,57,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,47,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,43,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,72,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,76,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"CZE","Czechia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,64,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,72,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,69,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,69,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,66,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,62,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,84,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,76,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,38,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,38,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,73,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,67,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,77,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,87,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,76,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,63,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,55,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,69,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,79,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"TUR","Türkiye","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,72,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,74,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,64,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,59,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,75,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,53,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,49,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,70,,
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,71,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,71,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,72,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"CZE","Czechia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,61,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,67,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,68,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,65,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,65,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,55,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,72,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,70,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,35,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,30,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,70,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,64,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,57,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,45,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,61,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,79,,
"TUR","Türkiye","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,62,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,72,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,87,,
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,56,,
